Título,"Tipo de cambio pesos por dólar E.U.A., Tipo de cambio para solventar obligaciones denominadas en moneda extranjera, Fecha de liquidación","Tipo de cambio Pesos por dólar E.U.A., Tipo de cambio para solventar obligaciones denominadas en moneda extranjera, Fecha de determinación (FIX)","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Apertura compra","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Apertura venta","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Cierre compra","Tipo de cambio Pesos por dólar E.U.A., Interbancario a 48 horas, Cierre venta","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Máximo","Tipo de cambio Pesos por dólar E.U.A., Interbancario a 48 horas Mínimo","Serie histórica del tipo de cambio, Tipo de cambio peso dólar desde 1954",Tipo de Cambio Cierre de Jornada
Periodo disponible,14/11/1991 - 18/02/2026,12/11/1991 - 16/02/2026,02/01/1992 - 16/02/2026,02/01/1992 - 16/02/2026,02/01/1992 - 29/10/2021,02/01/1992 - 29/10/2021,02/01/1992 - 16/02/2026,02/01/1992 - 16/02/2026,19/04/1954 - 16/02/2026,01/11/2021 - 16/02/2026
Periodicidad,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria
Cifra,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio
Unidad,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar
Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,SF60653,SF43718,SF43787,SF43784,SF43788,SF43786,SF43785,SF43717,SF63528,SF343410
01/01/2008,10.9043,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/2008,10.9043,10.8972,10.885,10.887,10.9025,10.907,10.9145,10.887,10.8972,N/E
03/01/2008,10.9157,10.8842,10.9115,10.9125,10.8765,10.877,10.9125,10.8615,10.8842,N/E
04/01/2008,10.8972,10.9277,10.9185,10.92,10.935,10.9365,10.94,10.912,10.9277,N/E
05/01/2008,10.8842,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/2008,10.8842,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/2008,10.8842,10.9208,10.918,10.919,10.9105,10.911,10.9368,10.896,10.9208,N/E
08/01/2008,10.9277,10.885,10.8805,10.883,10.888,10.89,10.8975,10.8735,10.885,N/E
09/01/2008,10.9208,10.962,10.9355,10.937,10.9655,10.9675,10.9815,10.931,10.962,N/E
10/01/2008,10.885,10.9572,10.954,10.956,10.928,10.9295,10.9645,10.923,10.9572,N/E
11/01/2008,10.962,10.9318,10.9365,10.938,10.94,10.9415,10.9415,10.9175,10.9318,N/E
12/01/2008,10.9572,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/01/2008,10.9572,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
14/01/2008,10.9572,10.914,10.916,10.9185,10.902,10.9025,10.92,10.9019,10.914,N/E
15/01/2008,10.9318,10.9203,10.9085,10.91,10.924,10.925,10.9275,10.905,10.9203,N/E
16/01/2008,10.914,10.9458,10.953,10.954,10.9285,10.93,10.958,10.93,10.9458,N/E
17/01/2008,10.9203,10.9445,10.9375,10.939,10.949,10.95,10.95,10.9314,10.9445,N/E
18/01/2008,10.9458,10.9235,10.912,10.913,10.916,10.9175,10.941,10.906,10.9235,N/E
19/01/2008,10.9445,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
20/01/2008,10.9445,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
21/01/2008,10.9445,10.9813,10.968,10.969,11.01,11.011,11.011,10.969,10.9813,N/E
22/01/2008,10.9235,10.9232,10.9295,10.93,10.9255,10.927,10.9325,10.9125,10.9232,N/E
23/01/2008,10.9813,10.9522,10.951,10.952,10.9385,10.941,10.961,10.9405,10.9522,N/E
24/01/2008,10.9232,10.8934,10.887,10.888,10.8965,10.898,10.9085,10.883,10.8934,N/E
25/01/2008,10.9522,10.8698,10.859,10.8595,10.893,10.894,10.894,10.8565,10.8698,N/E
26/01/2008,10.8934,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
27/01/2008,10.8934,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
28/01/2008,10.8934,10.8784,10.883,10.8835,10.8665,10.867,10.892,10.865,10.8784,N/E
29/01/2008,10.8698,10.8444,10.846,10.8465,10.845,10.8455,10.851,10.8395,10.8444,N/E
30/01/2008,10.8784,10.8374,10.8385,10.8395,10.8175,10.8195,10.845,10.81,10.8374,N/E
31/01/2008,10.8444,10.8262,10.832,10.8335,10.83,10.832,10.8365,10.81,10.8262,N/E
01/02/2008,10.8374,10.8138,10.8,10.801,10.812,10.814,10.82,10.7985,10.8138,N/E
02/02/2008,10.8262,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/02/2008,10.8262,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/02/2008,10.8262,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/02/2008,10.8262,10.8289,10.822,10.8225,10.8355,10.8365,10.8425,10.819,10.8289,N/E
06/02/2008,10.8138,10.8227,10.8335,10.834,10.821,10.8225,10.834,10.814,10.8227,N/E
07/02/2008,10.8289,10.804,10.823,10.825,10.778,10.78,10.825,10.76,10.804,N/E
08/02/2008,10.8227,10.7575,10.7565,10.7585,10.7575,10.761,10.769,10.745,10.7575,N/E
09/02/2008,10.804,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/02/2008,10.804,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/02/2008,10.804,10.7736,10.7675,10.768,10.761,10.762,10.7785,10.76,10.7736,N/E
12/02/2008,10.7575,10.7465,10.7435,10.7445,10.7575,10.7585,10.7585,10.739,10.7465,N/E
13/02/2008,10.7736,10.7509,10.748,10.749,10.74,10.742,10.754,10.7395,10.7509,N/E
14/02/2008,10.7465,10.7413,10.737,10.738,10.752,10.7525,10.755,10.737,10.7413,N/E
15/02/2008,10.7509,10.7653,10.7635,10.7645,10.756,10.758,10.769,10.753,10.7653,N/E
16/02/2008,10.7413,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
17/02/2008,10.7413,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
18/02/2008,10.7413,10.735,10.738,10.7385,10.733,10.7345,10.739,10.73,10.735,N/E
19/02/2008,10.7653,10.7489,10.743,10.7435,10.758,10.76,10.767,10.742,10.7489,N/E
20/02/2008,10.735,10.7939,10.7945,10.795,10.787,10.788,10.803,10.7825,10.7939,N/E
21/02/2008,10.7489,10.798,10.777,10.778,10.7925,10.793,10.8095,10.778,10.798,N/E
22/02/2008,10.7939,10.7818,10.78,10.7815,10.777,10.779,10.7885,10.7734,10.7818,N/E
23/02/2008,10.798,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
24/02/2008,10.798,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
25/02/2008,10.798,10.7855,10.783,10.785,10.7803,10.7823,10.799,10.7764,10.7855,N/E
26/02/2008,10.7818,10.743,10.765,10.767,10.731,10.7325,10.769,10.7275,10.743,N/E
27/02/2008,10.7855,10.7344,10.731,10.7315,10.738,10.7395,10.743,10.7279,10.7344,N/E
28/02/2008,10.743,10.6813,10.6835,10.6845,10.667,10.668,10.697,10.6531,10.6813,N/E
29/02/2008,10.7344,10.7243,10.723,10.725,10.7145,10.716,10.732,10.716,10.7243,N/E
01/03/2008,10.6813,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/03/2008,10.6813,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/03/2008,10.6813,10.7046,10.7165,10.7175,10.705,10.7065,10.7175,10.6975,10.7046,N/E
04/03/2008,10.7243,10.7098,10.695,10.696,10.7265,10.727,10.73,10.696,10.7098,N/E
05/03/2008,10.7046,10.6978,10.7,10.701,10.7025,10.704,10.7119,10.691,10.6978,N/E
06/03/2008,10.7098,10.7649,10.7455,10.7485,10.82,10.823,10.823,10.744,10.7649,N/E
07/03/2008,10.6978,10.8383,10.841,10.843,10.834,10.835,10.85,10.8175,10.8383,N/E
08/03/2008,10.7649,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/03/2008,10.7649,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/03/2008,10.7649,10.8478,10.838,10.839,10.847,10.849,10.8599,10.8368,10.8478,N/E
11/03/2008,10.8383,10.7965,10.801,10.804,10.769,10.7725,10.806,10.7725,10.7965,N/E
12/03/2008,10.8478,10.7735,10.782,10.784,10.764,10.7655,10.784,10.761,10.7735,N/E
13/03/2008,10.7965,10.7778,10.7955,10.7975,10.7505,10.7525,10.8025,10.7515,10.7778,N/E
14/03/2008,10.7735,10.7613,10.76,10.762,10.752,10.754,10.782,10.735,10.7613,N/E
15/03/2008,10.7778,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
16/03/2008,10.7778,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
17/03/2008,10.7778,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
18/03/2008,10.7778,10.704,10.7315,10.7325,10.678,10.679,10.7335,10.67,10.704,N/E
19/03/2008,10.7613,10.6944,10.693,10.694,10.715,10.718,10.72,10.685,10.6944,N/E
20/03/2008,10.704,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
21/03/2008,10.704,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/03/2008,10.704,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
23/03/2008,10.704,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
24/03/2008,10.704,10.6748,10.686,10.6875,10.695,10.6965,10.6965,10.665,10.6748,N/E
25/03/2008,10.6944,10.6793,10.6825,10.685,10.6845,10.685,10.6896,10.677,10.6793,N/E
26/03/2008,10.6748,10.6957,10.6965,10.699,10.695,10.6965,10.701,10.6909,10.6957,N/E
27/03/2008,10.6793,10.6962,10.6955,10.6965,10.695,10.696,10.706,10.69,10.6962,N/E
28/03/2008,10.6957,10.6987,10.7055,10.7065,10.6945,10.6955,10.7065,10.69,10.6987,N/E
29/03/2008,10.6962,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
30/03/2008,10.6962,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
31/03/2008,10.6962,10.6482,10.6645,10.6665,10.64,10.642,10.6685,10.6285,10.6482,N/E
01/04/2008,10.6987,10.5985,10.604,10.606,10.593,10.595,10.6135,10.59,10.5985,N/E
02/04/2008,10.6482,10.5557,10.558,10.561,10.5736,10.5766,10.5766,10.5436,10.5557,N/E
03/04/2008,10.5985,10.5644,10.566,10.569,10.5565,10.5595,10.5715,10.551,10.5644,N/E
04/04/2008,10.5557,10.559,10.5485,10.5505,10.567,10.568,10.577,10.5455,10.559,N/E
05/04/2008,10.5644,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/04/2008,10.5644,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/04/2008,10.5644,10.5395,10.535,10.537,10.5415,10.5425,10.549,10.5275,10.5395,N/E
08/04/2008,10.559,10.561,10.563,10.564,10.5665,10.5675,10.57,10.555,10.561,N/E
09/04/2008,10.5395,10.5552,10.542,10.544,10.573,10.5745,10.578,10.544,10.5552,N/E
10/04/2008,10.561,10.5503,10.5545,10.5565,10.538,10.539,10.5565,10.529,10.5503,N/E
11/04/2008,10.5552,10.5337,10.5435,10.544,10.5345,10.536,10.5484,10.522,10.5337,N/E
12/04/2008,10.5503,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/04/2008,10.5503,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
14/04/2008,10.5503,10.4919,10.507,10.5085,10.485,10.487,10.5135,10.469,10.4919,N/E
15/04/2008,10.5337,10.4843,10.4765,10.4775,10.465,10.466,10.4935,10.466,10.4843,N/E
16/04/2008,10.4919,10.4579,10.461,10.4625,10.462,10.463,10.4674,10.452,10.4579,N/E
17/04/2008,10.4843,10.4828,10.4905,10.492,10.4825,10.484,10.492,10.47,10.4828,N/E
18/04/2008,10.4579,10.461,10.445,10.449,10.465,10.4665,10.473,10.438,10.461,N/E
19/04/2008,10.4828,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
20/04/2008,10.4828,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
21/04/2008,10.4828,10.5223,10.511,10.513,10.5369,10.5389,10.543,10.51,10.5223,N/E
22/04/2008,10.461,10.5181,10.529,10.531,10.4965,10.4985,10.5315,10.4935,10.5181,N/E
23/04/2008,10.5223,10.4868,10.477,10.478,10.4755,10.476,10.4975,10.475,10.4868,N/E
24/04/2008,10.5181,10.462,10.4765,10.4775,10.4415,10.4425,10.4835,10.4324,10.462,N/E
25/04/2008,10.4868,10.4702,10.464,10.466,10.4625,10.4645,10.48,10.459,10.4702,N/E
26/04/2008,10.462,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
27/04/2008,10.462,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
28/04/2008,10.462,10.4464,10.44,10.442,10.462,10.463,10.465,10.44,10.4464,N/E
29/04/2008,10.4702,10.5272,10.504,10.505,10.5415,10.5425,10.5455,10.502,10.5272,N/E
30/04/2008,10.4464,10.5095,10.5095,10.51,10.5125,10.5145,10.528,10.501,10.5095,N/E
01/05/2008,10.5272,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/05/2008,10.5272,10.4585,10.452,10.454,10.4625,10.4635,10.469,10.45,10.4585,N/E
03/05/2008,10.5095,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/05/2008,10.5095,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/05/2008,10.5095,10.4687,10.468,10.47,10.4775,10.479,10.484,10.4605,10.4687,N/E
06/05/2008,10.4585,10.4937,10.503,10.504,10.498,10.4995,10.505,10.4885,10.4937,N/E
07/05/2008,10.4687,10.539,10.531,10.533,10.5455,10.546,10.5495,10.533,10.539,N/E
08/05/2008,10.4937,10.5465,10.552,10.553,10.57,10.5715,10.5715,10.527,10.5465,N/E
09/05/2008,10.539,10.5666,10.567,10.568,10.5735,10.5755,10.577,10.5562,10.5666,N/E
10/05/2008,10.5465,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/05/2008,10.5465,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/05/2008,10.5465,10.5058,10.5435,10.545,10.481,10.4815,10.545,10.4815,10.5058,N/E
13/05/2008,10.5666,10.4835,10.472,10.474,10.4765,10.477,10.4925,10.4688,10.4835,N/E
14/05/2008,10.5058,10.4884,10.504,10.505,10.4865,10.487,10.508,10.4779,10.4884,N/E
15/05/2008,10.4835,10.4769,10.4865,10.487,10.4735,10.476,10.4924,10.4645,10.4769,N/E
16/05/2008,10.4884,10.4266,10.419,10.421,10.4135,10.415,10.4435,10.4054,10.4266,N/E
17/05/2008,10.4769,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
18/05/2008,10.4769,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
19/05/2008,10.4769,10.3792,10.368,10.369,10.3754,10.3755,10.3835,10.369,10.3792,N/E
20/05/2008,10.4266,10.4002,10.3975,10.3985,10.401,10.403,10.4139,10.39,10.4002,N/E
21/05/2008,10.3792,10.3644,10.374,10.375,10.368,10.369,10.3764,10.353,10.3644,N/E
22/05/2008,10.4002,10.381,10.388,10.39,10.3625,10.364,10.395,10.3535,10.381,N/E
23/05/2008,10.3644,10.4,10.3985,10.4,10.39,10.392,10.4089,10.3869,10.4,N/E
24/05/2008,10.381,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
25/05/2008,10.381,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
26/05/2008,10.381,10.3848,10.384,10.386,10.399,10.401,10.4025,10.38,10.3848,N/E
27/05/2008,10.4,10.3925,10.39,10.391,10.3965,10.3975,10.403,10.386,10.3925,N/E
28/05/2008,10.3848,10.3447,10.345,10.346,10.3395,10.34,10.354,10.336,10.3447,N/E
29/05/2008,10.3925,10.3066,10.307,10.308,10.307,10.308,10.3148,10.292,10.3066,N/E
30/05/2008,10.3447,10.3306,10.328,10.3295,10.33,10.331,10.3445,10.3195,10.3306,N/E
31/05/2008,10.3066,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/06/2008,10.3066,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/06/2008,10.3066,10.3417,10.3405,10.3425,10.352,10.3535,10.364,10.338,10.3417,N/E
03/06/2008,10.3306,10.2992,10.2935,10.295,10.311,10.313,10.313,10.287,10.2992,N/E
04/06/2008,10.3417,10.3211,10.318,10.32,10.3145,10.3165,10.3265,10.3126,10.3211,N/E
05/06/2008,10.2992,10.3108,10.306,10.308,10.3095,10.3105,10.315,10.3045,10.3108,N/E
06/06/2008,10.3211,10.3582,10.337,10.339,10.373,10.375,10.385,10.339,10.3582,N/E
07/06/2008,10.3108,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/06/2008,10.3108,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/06/2008,10.3108,10.362,10.351,10.352,10.354,10.355,10.38,10.347,10.362,N/E
10/06/2008,10.3582,10.3847,10.392,10.393,10.434,10.435,10.438,10.3795,10.3847,N/E
11/06/2008,10.362,10.4268,10.418,10.419,10.4295,10.43,10.449,10.4185,10.4268,N/E
12/06/2008,10.3847,10.395,10.4045,10.405,10.3625,10.365,10.408,10.363,10.395,N/E
13/06/2008,10.4268,10.3655,10.38,10.382,10.364,10.365,10.382,10.3551,10.3655,N/E
14/06/2008,10.395,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
15/06/2008,10.395,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
16/06/2008,10.395,10.3399,10.345,10.347,10.3215,10.322,10.348,10.3166,10.3399,N/E
17/06/2008,10.3655,10.3153,10.3065,10.3075,10.3045,10.306,10.32,10.2999,10.3153,N/E
18/06/2008,10.3399,10.2935,10.28,10.281,10.309,10.311,10.311,10.2765,10.2935,N/E
19/06/2008,10.3153,10.3156,10.316,10.3175,10.31,10.3115,10.324,10.309,10.3156,N/E
20/06/2008,10.2935,10.2753,10.315,10.3175,10.2735,10.275,10.3175,10.26,10.2753,N/E
21/06/2008,10.3156,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/06/2008,10.3156,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
23/06/2008,10.3156,10.3032,10.287,10.289,10.319,10.3195,10.3435,10.287,10.3032,N/E
24/06/2008,10.2753,10.318,10.3355,10.337,10.291,10.2915,10.35,10.2819,10.318,N/E
25/06/2008,10.3032,10.2938,10.298,10.299,10.285,10.286,10.3013,10.2853,10.2938,N/E
26/06/2008,10.318,10.2841,10.2925,10.2935,10.291,10.292,10.2961,10.27,10.2841,N/E
27/06/2008,10.2938,10.3028,10.3,10.304,10.298,10.2995,10.324,10.2925,10.3028,N/E
28/06/2008,10.2841,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
29/06/2008,10.2841,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
30/06/2008,10.2841,10.3069,10.3085,10.3095,10.3065,10.307,10.316,10.3015,10.3069,N/E
01/07/2008,10.3028,10.3908,10.373,10.374,10.3785,10.38,10.4237,10.37,10.3908,N/E
02/07/2008,10.3069,10.3722,10.369,10.37,10.3675,10.368,10.3836,10.358,10.3722,N/E
03/07/2008,10.3908,10.3692,10.372,10.3725,10.353,10.355,10.38,10.3505,10.3692,N/E
04/07/2008,10.3722,10.3411,10.349,10.35,10.333,10.3335,10.3515,10.329,10.3411,N/E
05/07/2008,10.3692,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/07/2008,10.3692,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/07/2008,10.3692,10.3263,10.322,10.323,10.348,10.349,10.3531,10.318,10.3263,N/E
08/07/2008,10.3411,10.3363,10.334,10.335,10.337,10.338,10.345,10.3302,10.3363,N/E
09/07/2008,10.3263,10.2993,10.3005,10.3025,10.3025,10.304,10.3095,10.288,10.2993,N/E
10/07/2008,10.3363,10.3076,10.304,10.306,10.307,10.309,10.3165,10.301,10.3076,N/E
11/07/2008,10.2993,10.312,10.312,10.3135,10.301,10.302,10.325,10.299,10.312,N/E
12/07/2008,10.3076,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/07/2008,10.3076,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
14/07/2008,10.3076,10.2925,10.291,10.2915,10.292,10.2925,10.305,10.289,10.2925,N/E
15/07/2008,10.312,10.3229,10.33,10.3315,10.292,10.2935,10.343,10.293,10.3229,N/E
16/07/2008,10.2925,10.2608,10.266,10.2665,10.247,10.2485,10.2715,10.2465,10.2608,N/E
17/07/2008,10.3229,10.2311,10.228,10.2285,10.218,10.219,10.24,10.218,10.2311,N/E
18/07/2008,10.2608,10.2047,10.2145,10.2165,10.181,10.1815,10.217,10.18,10.2047,N/E
19/07/2008,10.2311,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
20/07/2008,10.2311,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
21/07/2008,10.2311,10.1708,10.1625,10.1645,10.144,10.145,10.1765,10.145,10.1708,N/E
22/07/2008,10.2047,10.1178,10.1215,10.122,10.071,10.073,10.128,10.073,10.1178,N/E
23/07/2008,10.1708,10.0552,10.0565,10.059,10.0055,10.007,10.064,10.0031,10.0552,N/E
24/07/2008,10.1178,10.0264,10.029,10.031,10.0105,10.0115,10.037,10.0085,10.0264,N/E
25/07/2008,10.0552,10.019,10.018,10.019,10.105,10.11,10.135,10.011,10.019,N/E
26/07/2008,10.0264,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
27/07/2008,10.0264,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
28/07/2008,10.0264,10.0706,10.069,10.0695,10.063,10.0645,10.0822,10.047,10.0706,N/E
29/07/2008,10.019,10.061,10.046,10.048,10.0545,10.055,10.0715,10.048,10.061,N/E
30/07/2008,10.0706,10.034,10.029,10.03,10.033,10.034,10.0415,10.0242,10.034,N/E
31/07/2008,10.061,10.0353,10.038,10.039,10.0425,10.044,10.044,10.0285,10.0353,N/E
01/08/2008,10.034,9.9705,10.0085,10.009,9.962,9.963,10.0135,9.94,9.9705,N/E
02/08/2008,10.0353,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/08/2008,10.0353,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/08/2008,10.0353,9.9335,9.951,9.952,9.873,9.8745,9.9548,9.873,9.9335,N/E
05/08/2008,9.9705,9.918,9.9255,9.9275,9.903,9.905,9.928,9.887,9.918,N/E
06/08/2008,9.9335,9.9485,9.9615,9.9625,9.9285,9.9295,9.969,9.917,9.9485,N/E
07/08/2008,9.918,9.9877,9.97,9.972,9.9865,9.9875,10.02,9.955,9.9877,N/E
08/08/2008,9.9485,10.1305,10.14,10.142,10.1425,10.1445,10.149,10.109,10.1305,N/E
09/08/2008,9.9877,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/08/2008,9.9877,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/08/2008,9.9877,10.1295,10.1215,10.123,10.1615,10.163,10.1815,10.115,10.1295,N/E
12/08/2008,10.1305,10.159,10.1465,10.1475,10.163,10.1635,10.2085,10.143,10.159,N/E
13/08/2008,10.1295,10.1968,10.195,10.197,10.165,10.166,10.215,10.166,10.1968,N/E
14/08/2008,10.159,10.1586,10.1505,10.1515,10.168,10.169,10.19,10.1435,10.1586,N/E
15/08/2008,10.1968,10.1966,10.1915,10.1925,10.1825,10.1835,10.228,10.176,10.1966,N/E
16/08/2008,10.1586,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
17/08/2008,10.1586,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
18/08/2008,10.1586,10.1395,10.1375,10.138,10.168,10.169,10.169,10.135,10.1395,N/E
19/08/2008,10.1966,10.1867,10.1895,10.19,10.156,10.1575,10.197,10.142,10.1867,N/E
20/08/2008,10.1395,10.1343,10.1255,10.128,10.1365,10.1375,10.1495,10.125,10.1343,N/E
21/08/2008,10.1867,10.1106,10.113,10.1155,10.0935,10.094,10.1225,10.0885,10.1106,N/E
22/08/2008,10.1343,10.0991,10.099,10.0995,10.143,10.144,10.1445,10.0785,10.0991,N/E
23/08/2008,10.1106,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
24/08/2008,10.1106,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
25/08/2008,10.1106,10.1183,10.1055,10.107,10.1335,10.135,10.145,10.106,10.1183,N/E
26/08/2008,10.0991,10.173,10.178,10.1795,10.166,10.168,10.1845,10.165,10.173,N/E
27/08/2008,10.1183,10.1421,10.133,10.134,10.142,10.1435,10.153,10.128,10.1421,N/E
28/08/2008,10.173,10.1822,10.163,10.1645,10.2388,10.24,10.2543,10.156,10.1822,N/E
29/08/2008,10.1421,10.2847,10.285,10.2865,10.2845,10.2875,10.3035,10.2765,10.2847,N/E
30/08/2008,10.1822,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
31/08/2008,10.1822,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/09/2008,10.1822,10.3423,10.312,10.314,10.3435,10.3445,10.357,10.314,10.3423,N/E
02/09/2008,10.2847,10.3781,10.387,10.388,10.3745,10.3755,10.395,10.365,10.3781,N/E
03/09/2008,10.3423,10.3852,10.372,10.374,10.413,10.415,10.415,10.369,10.3852,N/E
04/09/2008,10.3781,10.4658,10.424,10.426,10.516,10.518,10.5333,10.426,10.4658,N/E
05/09/2008,10.3852,10.5143,10.489,10.49,10.478,10.48,10.5428,10.4785,10.5143,N/E
06/09/2008,10.4658,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/09/2008,10.4658,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/09/2008,10.4658,10.481,10.445,10.448,10.4965,10.4975,10.5205,10.445,10.481,N/E
09/09/2008,10.5143,10.5013,10.493,10.4955,10.5255,10.5285,10.5295,10.474,10.5013,N/E
10/09/2008,10.481,10.5862,10.568,10.569,10.601,10.6045,10.62,10.556,10.5862,N/E
11/09/2008,10.5013,10.6745,10.6675,10.668,10.6425,10.644,10.696,10.64,10.6745,N/E
12/09/2008,10.5862,10.5828,10.6,10.601,10.592,10.595,10.6075,10.559,10.5828,N/E
13/09/2008,10.6745,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
