Título,"Tipo de cambio pesos por dólar E.U.A., Tipo de cambio para solventar obligaciones denominadas en moneda extranjera, Fecha de liquidación","Tipo de cambio Pesos por dólar E.U.A., Tipo de cambio para solventar obligaciones denominadas en moneda extranjera, Fecha de determinación (FIX)","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Apertura compra","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Apertura venta","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Cierre compra","Tipo de cambio Pesos por dólar E.U.A., Interbancario a 48 horas, Cierre venta","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Máximo","Tipo de cambio Pesos por dólar E.U.A., Interbancario a 48 horas Mínimo","Serie histórica del tipo de cambio, Tipo de cambio peso dólar desde 1954",Tipo de Cambio Cierre de Jornada
Periodo disponible,14/11/1991 - 18/02/2026,12/11/1991 - 16/02/2026,02/01/1992 - 16/02/2026,02/01/1992 - 16/02/2026,02/01/1992 - 29/10/2021,02/01/1992 - 29/10/2021,02/01/1992 - 16/02/2026,02/01/1992 - 16/02/2026,19/04/1954 - 16/02/2026,01/11/2021 - 16/02/2026
Periodicidad,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria
Cifra,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio
Unidad,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar
Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,SF60653,SF43718,SF43787,SF43784,SF43788,SF43786,SF43785,SF43717,SF63528,SF343410
29/07/2011,11.6527,11.7425,11.747,11.75,11.7244,11.7269,11.77,11.711,11.7425,N/E
30/07/2011,11.6821,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
31/07/2011,11.6821,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/08/2011,11.6821,11.7514,11.7059,11.7079,11.741,11.7425,11.7789,11.7079,11.7514,N/E
02/08/2011,11.7425,11.7657,11.755,11.758,11.777,11.78,11.799,11.7493,11.7657,N/E
03/08/2011,11.7514,11.8473,11.8181,11.8201,11.8365,11.8385,11.8811,11.8133,11.8473,N/E
04/08/2011,11.7657,11.9523,11.9292,11.9297,12.0095,12.01,12.1346,11.929,11.9523,N/E
05/08/2011,11.8473,11.9794,11.9875,11.99,11.9885,11.991,12.0504,11.9472,11.9794,N/E
06/08/2011,11.9523,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/08/2011,11.9523,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/08/2011,11.9523,12.1845,12.1675,12.169,12.3331,12.3361,12.3361,12.138,12.1845,N/E
09/08/2011,11.9794,12.371,12.4055,12.409,12.3444,12.3479,12.415,12.299,12.371,N/E
10/08/2011,12.1845,12.3221,12.2355,12.24,12.2555,12.26,12.4558,12.198,12.3221,N/E
11/08/2011,12.371,12.3899,12.442,12.445,12.3648,12.3678,12.528,12.3335,12.3899,N/E
12/08/2011,12.3221,12.2992,12.285,12.287,12.276,12.282,12.3332,12.2587,12.2992,N/E
13/08/2011,12.3899,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
14/08/2011,12.3899,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
15/08/2011,12.3899,12.2424,12.2323,12.2343,12.2057,12.2097,12.277,12.2083,12.2424,N/E
16/08/2011,12.2992,12.2631,12.2909,12.2929,12.2509,12.2539,12.3,12.217,12.2631,N/E
17/08/2011,12.2424,12.1651,12.147,12.1495,12.1735,12.175,12.205,12.14,12.1651,N/E
18/08/2011,12.2631,12.3685,12.387,12.39,12.3075,12.308,12.4358,12.308,12.3685,N/E
19/08/2011,12.1651,12.2386,12.238,12.24,12.2834,12.2854,12.289,12.2011,12.2386,N/E
20/08/2011,12.3685,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
21/08/2011,12.3685,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/08/2011,12.3685,12.2948,12.2419,12.2439,12.3405,12.3455,12.3455,12.2388,12.2948,N/E
23/08/2011,12.2386,12.3357,12.34,12.344,12.335,12.338,12.39,12.3057,12.3357,N/E
24/08/2011,12.2948,12.3952,12.3434,12.3454,12.4626,12.4656,12.4656,12.33,12.3952,N/E
25/08/2011,12.3357,12.4259,12.408,12.41,12.4411,12.4441,12.459,12.3932,12.4259,N/E
26/08/2011,12.3952,12.4953,12.54,12.543,12.4795,12.4825,12.5757,12.4495,12.4953,N/E
27/08/2011,12.4259,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
28/08/2011,12.4259,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
29/08/2011,12.4259,12.4148,12.3833,12.3853,12.4349,12.4369,12.45,12.3726,12.4148,N/E
30/08/2011,12.4953,12.4838,12.484,12.488,12.4765,12.4805,12.52,12.4542,12.4838,N/E
31/08/2011,12.4148,12.348,12.3675,12.3725,12.339,12.344,12.395,12.2859,12.348,N/E
01/09/2011,12.4838,12.2616,12.288,12.29,12.2779,12.2809,12.3015,12.2397,12.2616,N/E
02/09/2011,12.348,12.3735,12.3925,12.3955,12.43,12.433,12.4479,12.358,12.3735,N/E
03/09/2011,12.2616,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/09/2011,12.2616,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/09/2011,12.2616,12.5353,12.535,12.54,12.514,12.519,12.565,12.515,12.5353,N/E
06/09/2011,12.3735,12.5102,12.497,12.5,12.4829,12.4839,12.5481,12.477,12.5102,N/E
07/09/2011,12.5353,12.4661,12.456,12.458,12.462,12.463,12.5032,12.4482,12.4661,N/E
08/09/2011,12.5102,12.4956,12.5098,12.5118,12.5125,12.515,12.542,12.4746,12.4956,N/E
09/09/2011,12.4661,12.6324,12.6139,12.6159,12.6444,12.6464,12.6743,12.5853,12.6324,N/E
10/09/2011,12.4956,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/09/2011,12.4956,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/09/2011,12.4956,12.7687,12.7096,12.7116,12.9648,12.9698,12.9963,12.7116,12.7687,N/E
13/09/2011,12.6324,12.8994,12.8156,12.8171,12.8524,12.8544,12.9975,12.8,12.8994,N/E
14/09/2011,12.7687,12.9646,12.9468,12.9498,12.9361,12.9391,13.025,12.9246,12.9646,N/E
15/09/2011,12.8994,12.9127,12.885,12.89,12.9335,12.9385,12.971,12.8496,12.9127,N/E
16/09/2011,12.9646,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
17/09/2011,12.9646,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
18/09/2011,12.9646,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
19/09/2011,12.9646,13.186,13.23,13.235,13.1571,13.1621,13.2472,13.1621,13.186,N/E
20/09/2011,12.9127,13.1669,13.1608,13.1643,13.18,13.1825,13.22,13.13,13.1669,N/E
21/09/2011,13.186,13.4045,13.3826,13.3856,13.397,13.402,13.474,13.333,13.4045,N/E
22/09/2011,13.1669,13.8917,13.9095,13.915,13.8345,13.84,13.915,13.8,13.8917,N/E
23/09/2011,13.4045,13.7788,13.8316,13.8381,13.6851,13.6881,13.9155,13.6488,13.7788,N/E
24/09/2011,13.8917,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
25/09/2011,13.8917,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
26/09/2011,13.8917,13.6677,13.6905,13.698,13.7118,13.7193,13.7303,13.627,13.6677,N/E
27/09/2011,13.7788,13.3414,13.3232,13.3332,13.3438,13.3528,13.376,13.3045,13.3414,N/E
28/09/2011,13.6677,13.4217,13.3692,13.3702,13.5575,13.5635,13.61,13.3702,13.4217,N/E
29/09/2011,13.3414,13.4567,13.441,13.445,13.59,13.594,13.6,13.4089,13.4567,N/E
30/09/2011,13.4217,13.7994,13.8319,13.8399,13.8815,13.8835,13.8835,13.758,13.7994,N/E
01/10/2011,13.4567,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/10/2011,13.4567,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/10/2011,13.4567,13.8967,13.895,13.9,13.9655,13.9675,13.9949,13.8522,13.8967,N/E
04/10/2011,13.7994,13.9714,14.0299,14.0349,13.979,13.984,14.1,13.885,13.9714,N/E
05/10/2011,13.8967,13.6675,13.7152,13.7202,13.4968,13.5018,13.7202,13.4699,13.6675,N/E
06/10/2011,13.9714,13.5341,13.587,13.59,13.4561,13.4591,13.59,13.435,13.5341,N/E
07/10/2011,13.6675,13.3143,13.283,13.2865,13.427,13.4305,13.5304,13.244,13.3143,N/E
08/10/2011,13.5341,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/10/2011,13.5341,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/10/2011,13.5341,13.2751,13.296,13.2985,13.2755,13.278,13.2985,13.2588,13.2751,N/E
11/10/2011,13.3143,13.3266,13.3409,13.3449,13.3389,13.3429,13.3672,13.2916,13.3266,N/E
12/10/2011,13.2751,13.2213,13.231,13.235,13.2087,13.2127,13.2442,13.18,13.2213,N/E
13/10/2011,13.3266,13.3647,13.3546,13.3576,13.3571,13.3601,13.408,13.3306,13.3647,N/E
14/10/2011,13.2213,13.2711,13.2699,13.2749,13.2574,13.2624,13.3032,13.2318,13.2711,N/E
15/10/2011,13.3647,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
16/10/2011,13.3647,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
17/10/2011,13.3647,13.2952,13.309,13.3125,13.4226,13.4266,13.4266,13.2701,13.2952,N/E
18/10/2011,13.2711,13.4445,13.484,13.488,13.4115,13.4195,13.502,13.4125,13.4445,N/E
19/10/2011,13.2952,13.3733,13.3635,13.365,13.4525,13.456,13.469,13.3414,13.3733,N/E
20/10/2011,13.4445,13.6628,13.445,13.45,13.69,13.695,13.815,13.4445,13.6628,N/E
21/10/2011,13.3733,13.5996,13.623,13.629,13.6895,13.695,13.7486,13.558,13.5996,N/E
22/10/2011,13.6628,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
23/10/2011,13.6628,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
24/10/2011,13.6628,13.4889,13.5918,13.595,13.4021,13.4068,13.5993,13.3681,13.4889,N/E
25/10/2011,13.5996,13.4459,13.4562,13.4636,13.4925,13.4999,13.5145,13.4,13.4459,N/E
26/10/2011,13.4889,13.4914,13.405,13.41,13.415,13.42,13.5383,13.408,13.4914,N/E
27/10/2011,13.4459,13.1973,13.225,13.23,13.1409,13.1429,13.25,13.118,13.1973,N/E
28/10/2011,13.4914,13.1132,13.1236,13.1286,13.035,13.038,13.145,13.025,13.1132,N/E
29/10/2011,13.1973,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
30/10/2011,13.1973,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
31/10/2011,13.1973,13.1802,13.156,13.16,13.2948,13.2988,13.2988,13.1548,13.1802,N/E
01/11/2011,13.1132,13.6282,13.5975,13.6025,13.5887,13.5937,13.7081,13.5278,13.6282,N/E
02/11/2011,13.1802,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/11/2011,13.1802,13.4128,13.4226,13.4306,13.3969,13.4029,13.4566,13.334,13.4128,N/E
04/11/2011,13.6282,13.4698,13.4677,13.4757,13.4951,13.5011,13.5252,13.4365,13.4698,N/E
05/11/2011,13.4128,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/11/2011,13.4128,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/11/2011,13.4128,13.4504,13.4175,13.4225,13.4328,13.4378,13.488,13.4137,13.4504,N/E
08/11/2011,13.4698,13.3852,13.3588,13.3628,13.3547,13.3587,13.4071,13.3389,13.3852,N/E
09/11/2011,13.4504,13.5252,13.544,13.549,13.6699,13.6749,13.68,13.4895,13.5252,N/E
10/11/2011,13.3852,13.5622,13.57,13.575,13.56,13.5625,13.638,13.5187,13.5622,N/E
11/11/2011,13.5252,13.4165,13.424,13.425,13.509,13.51,13.51,13.3872,13.4165,N/E
12/11/2011,13.5622,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/11/2011,13.5622,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
14/11/2011,13.5622,13.5122,13.5205,13.5245,13.5274,13.5309,13.5474,13.476,13.5122,N/E
15/11/2011,13.4165,13.5672,13.522,13.526,13.5642,13.5692,13.6092,13.525,13.5672,N/E
16/11/2011,13.5122,13.5847,13.589,13.59,13.562,13.569,13.61,13.534,13.5847,N/E
17/11/2011,13.5672,13.6375,13.685,13.69,13.71,13.715,13.75,13.6264,13.6375,N/E
18/11/2011,13.5847,13.7033,13.6616,13.6646,13.7376,13.7406,13.7875,13.6548,13.7033,N/E
19/11/2011,13.6375,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
20/11/2011,13.6375,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
21/11/2011,13.6375,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/11/2011,13.6375,13.9812,13.993,13.998,13.9349,13.9399,14.022,13.917,13.9812,N/E
23/11/2011,13.7033,14.1291,14.0848,14.0893,14.171,14.174,14.1966,14.0893,14.1291,N/E
24/11/2011,13.9812,14.1778,14.1465,14.15,14.193,14.2,14.24,14.1484,14.1778,N/E
25/11/2011,14.1291,14.2443,14.2419,14.2508,14.2487,14.2699,14.314,14.1994,14.2443,N/E
26/11/2011,14.1778,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
27/11/2011,14.1778,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
28/11/2011,14.1778,14.0344,14.0275,14.0335,14.0335,14.0375,14.069,13.9974,14.0344,N/E
29/11/2011,14.2443,13.9538,13.972,13.975,13.948,13.955,13.9968,13.9179,13.9538,N/E
30/11/2011,14.0344,13.61,13.571,13.576,13.664,13.667,13.715,13.562,13.61,N/E
01/12/2011,13.9538,13.5894,13.581,13.584,13.6335,13.6365,13.655,13.5497,13.5894,N/E
02/12/2011,13.61,13.5488,13.5326,13.5356,13.5297,13.5367,13.578,13.5095,13.5488,N/E
03/12/2011,13.5894,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/12/2011,13.5894,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/12/2011,13.5894,13.4786,13.4754,13.482,13.5198,13.5248,13.555,13.4487,13.4786,N/E
06/12/2011,13.5488,13.497,13.4955,13.4995,13.5023,13.5063,13.5191,13.4564,13.497,N/E
07/12/2011,13.4786,13.5118,13.505,13.51,13.511,13.513,13.539,13.4897,13.5118,N/E
08/12/2011,13.497,13.6569,13.5869,13.59,13.6729,13.6751,13.723,13.59,13.6569,N/E
09/12/2011,13.5118,13.6406,13.6577,13.6622,13.5951,13.5996,13.67,13.5859,13.6406,N/E
10/12/2011,13.6569,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/12/2011,13.6569,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/12/2011,13.6569,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/12/2011,13.6569,13.7714,13.7484,13.7505,13.7856,13.79,13.8543,13.7369,13.7714,N/E
14/12/2011,13.6406,13.9412,13.9289,13.9359,13.8985,13.9055,13.9675,13.887,13.9412,N/E
15/12/2011,13.7714,13.823,13.7545,13.7575,13.887,13.89,13.89,13.751,13.823,N/E
16/12/2011,13.9412,13.845,13.802,13.806,13.876,13.88,13.895,13.7946,13.845,N/E
17/12/2011,13.823,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
18/12/2011,13.823,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
19/12/2011,13.823,13.8542,13.839,13.843,13.8459,13.8499,13.8875,13.8322,13.8542,N/E
20/12/2011,13.845,13.772,13.7435,13.7465,13.786,13.789,13.804,13.7465,13.772,N/E
21/12/2011,13.8542,13.8526,13.878,13.883,13.849,13.851,13.888,13.837,13.8526,N/E
22/12/2011,13.772,13.8169,13.7935,13.7975,13.8237,13.8277,13.84,13.7934,13.8169,N/E
23/12/2011,13.8526,13.8163,13.8,13.8045,13.8294,13.8339,13.8339,13.8045,13.8163,N/E
24/12/2011,13.8169,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
25/12/2011,13.8169,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
26/12/2011,13.8169,13.8483,13.835,13.84,13.865,13.8725,13.88,13.839,13.8483,N/E
27/12/2011,13.8163,13.9658,13.901,13.91,14.012,14.02,14.045,13.91,13.9658,N/E
28/12/2011,13.8483,13.9904,13.975,13.976,13.9728,13.9768,14.0342,13.9555,13.9904,N/E
29/12/2011,13.9658,13.9787,13.9687,13.9717,14.0164,14.0194,14.0195,13.9539,13.9787,N/E
30/12/2011,13.9904,13.9476,13.9467,13.9537,13.9655,13.9725,13.985,13.9189,13.9476,N/E
31/12/2011,13.9787,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/2012,13.9787,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/2012,13.9787,13.9342,13.92,13.925,13.924,13.929,13.9559,13.92,13.9342,N/E
03/01/2012,13.9476,13.6882,13.7183,13.72,13.665,13.6696,13.7223,13.65,13.6882,N/E
04/01/2012,13.9342,13.7144,13.6855,13.69,13.6851,13.6881,13.758,13.6481,13.7144,N/E
05/01/2012,13.6882,13.7409,13.7512,13.7592,13.7247,13.7317,13.777,13.705,13.7409,N/E
06/01/2012,13.7144,13.7228,13.7578,13.7628,13.6971,13.7021,13.769,13.6925,13.7228,N/E
07/01/2012,13.7409,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/2012,13.7409,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/2012,13.7409,13.7437,13.747,13.75,13.7144,13.7174,13.77,13.7174,13.7437,N/E
10/01/2012,13.7228,13.6204,13.6095,13.6135,13.629,13.63,13.648,13.5848,13.6204,N/E
11/01/2012,13.7437,13.6592,13.6705,13.6735,13.6342,13.6372,13.6858,13.6201,13.6592,N/E
12/01/2012,13.6204,13.5982,13.5685,13.5725,13.57,13.574,13.625,13.5591,13.5982,N/E
13/01/2012,13.6592,13.6263,13.6198,13.6248,13.6055,13.6105,13.6959,13.5994,13.6263,N/E
14/01/2012,13.5982,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
15/01/2012,13.5982,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
16/01/2012,13.5982,13.5401,13.5434,13.5484,13.5415,13.5465,13.56,13.5338,13.5401,N/E
17/01/2012,13.6263,13.4621,13.4755,13.4795,13.41,13.414,13.49,13.414,13.4621,N/E
18/01/2012,13.5401,13.3267,13.368,13.37,13.298,13.3,13.37,13.288,13.3267,N/E
19/01/2012,13.4621,13.2516,13.269,13.271,13.2396,13.2416,13.29,13.2175,13.2516,N/E
20/01/2012,13.3267,13.224,13.2315,13.2345,13.1788,13.1818,13.2442,13.166,13.224,N/E
21/01/2012,13.2516,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/01/2012,13.2516,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
23/01/2012,13.2516,13.1383,13.1011,13.104,13.1378,13.1407,13.1785,13.098,13.1383,N/E
24/01/2012,13.224,13.1712,13.2005,13.207,13.1325,13.1345,13.2114,13.1285,13.1712,N/E
25/01/2012,13.1383,13.1319,13.166,13.174,13.076,13.079,13.1772,13.0325,13.1319,N/E
26/01/2012,13.1712,12.9325,12.904,12.907,12.9795,12.9825,12.998,12.8984,12.9325,N/E
27/01/2012,13.1319,12.9504,12.941,12.944,12.9626,12.9656,12.975,12.9192,12.9504,N/E
28/01/2012,12.9325,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
29/01/2012,12.9325,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
30/01/2012,12.9325,13.0063,13.019,13.023,12.985,12.989,13.0425,12.9497,13.0063,N/E
31/01/2012,12.9504,13.0077,12.9372,12.9392,13.0238,13.0278,13.0622,12.9392,13.0077,N/E
01/02/2012,13.0063,12.89,12.922,12.93,12.8848,12.8928,12.93,12.8535,12.89,N/E
02/02/2012,13.0077,12.8038,12.8614,12.8644,12.8149,12.8189,12.8644,12.786,12.8038,N/E
03/02/2012,12.89,12.712,12.727,12.734,12.6745,12.6775,12.744,12.664,12.712,N/E
04/02/2012,12.8038,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/02/2012,12.8038,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/02/2012,12.8038,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/02/2012,12.8038,12.6472,12.6637,12.666,12.6685,12.6694,12.688,12.6164,12.6472,N/E
08/02/2012,12.712,12.6833,12.6712,12.6738,12.723,12.724,12.724,12.6573,12.6833,N/E
09/02/2012,12.6472,12.72,12.7125,12.7165,12.6901,12.6939,12.75,12.6938,12.72,N/E
10/02/2012,12.6833,12.7857,12.7934,12.7974,12.8211,12.825,12.85,12.7698,12.7857,N/E
11/02/2012,12.72,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/02/2012,12.72,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/02/2012,12.72,12.7392,12.738,12.74,12.6878,12.6898,12.7575,12.6898,12.7392,N/E
14/02/2012,12.7857,12.7753,12.7425,12.7445,12.8091,12.8111,12.8111,12.7435,12.7753,N/E
15/02/2012,12.7392,12.7658,12.7675,12.77,12.8082,12.8107,12.84,12.749,12.7658,N/E
16/02/2012,12.7753,12.8822,12.902,12.906,12.8268,12.8299,12.9177,12.8097,12.8822,N/E
17/02/2012,12.7658,12.7856,12.7531,12.7561,12.7935,12.7955,12.821,12.7561,12.7856,N/E
18/02/2012,12.8822,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
19/02/2012,12.8822,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
20/02/2012,12.8822,12.6793,12.6877,12.6902,12.7075,12.71,12.7126,12.6685,12.6793,N/E
21/02/2012,12.7856,12.7408,12.7449,12.7479,12.756,12.759,12.7775,12.72,12.7408,N/E
22/02/2012,12.6793,12.8296,12.841,12.844,12.8252,12.8282,12.8515,12.7974,12.8296,N/E
23/02/2012,12.7408,12.8294,12.839,12.841,12.8587,12.8607,12.898,12.815,12.8294,N/E
24/02/2012,12.8296,12.8675,12.835,12.838,12.9055,12.9085,12.9085,12.8234,12.8675,N/E
25/02/2012,12.8294,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
26/02/2012,12.8294,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
27/02/2012,12.8294,12.8779,12.8958,12.8978,12.875,12.878,12.9035,12.84,12.8779,N/E
28/02/2012,12.8675,12.8575,12.854,12.858,12.8923,12.8953,12.9055,12.835,12.8575,N/E
29/02/2012,12.8779,12.7891,12.7634,12.7654,12.7829,12.7849,12.8333,12.7649,12.7891,N/E
01/03/2012,12.8575,12.7764,12.779,12.782,12.7335,12.7365,12.804,12.727,12.7764,N/E
02/03/2012,12.7891,12.7723,12.794,12.8,12.7636,12.7696,12.808,12.7615,12.7723,N/E
03/03/2012,12.7764,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/03/2012,12.7764,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/03/2012,12.7764,12.8339,12.818,12.82,12.828,12.83,12.843,12.8034,12.8339,N/E
06/03/2012,12.7723,12.9777,12.9374,12.9392,12.9985,13.0005,13.05,12.92,12.9777,N/E
07/03/2012,12.8339,12.9469,12.9748,12.9781,12.9179,12.9202,13.001,12.9147,12.9469,N/E
08/03/2012,12.9777,12.784,12.8072,12.8097,12.7305,12.733,12.8299,12.726,12.784,N/E
09/03/2012,12.9469,12.6299,12.6651,12.6679,12.6314,12.6342,12.6679,12.6011,12.6299,N/E
10/03/2012,12.784,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/03/2012,12.784,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/03/2012,12.784,12.715,12.7125,12.715,12.6905,12.693,12.7324,12.693,12.715,N/E
13/03/2012,12.6299,12.6336,12.6369,12.6389,12.62,12.622,12.673,12.6155,12.6336,N/E
14/03/2012,12.715,12.6719,12.625,12.628,12.711,12.714,12.7255,12.628,12.6719,N/E
15/03/2012,12.6336,12.6591,12.667,12.67,12.632,12.635,12.6995,12.6325,12.6591,N/E
16/03/2012,12.6719,12.6645,12.6573,12.6598,12.6782,12.6807,12.6943,12.6565,12.6645,N/E
17/03/2012,12.6591,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
18/03/2012,12.6591,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
19/03/2012,12.6591,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
20/03/2012,12.6591,12.6935,12.696,12.699,12.6571,12.6601,12.709,12.6535,12.6935,N/E
21/03/2012,12.6645,12.6833,12.681,12.684,12.7083,12.7113,12.7375,12.6692,12.6833,N/E
22/03/2012,12.6935,12.833,12.852,12.855,12.822,12.825,12.8666,12.818,12.833,N/E
23/03/2012,12.6833,12.8035,12.8299,12.8324,12.7675,12.77,12.8395,12.76,12.8035,N/E
24/03/2012,12.833,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
25/03/2012,12.833,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
26/03/2012,12.833,12.6795,12.661,12.6625,12.6582,12.6602,12.6888,12.6566,12.6795,N/E
27/03/2012,12.8035,12.6706,12.6648,12.6678,12.6923,12.6983,12.6983,12.6527,12.6706,N/E
28/03/2012,12.6795,12.8039,12.783,12.785,12.7506,12.7566,12.838,12.7566,12.8039,N/E
29/03/2012,12.6706,12.8489,12.8525,12.8545,12.8069,12.8099,12.8727,12.7968,12.8489,N/E
30/03/2012,12.8039,12.8093,12.806,12.809,12.8005,12.8035,12.8263,12.7848,12.8093,N/E
31/03/2012,12.8489,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/04/2012,12.8489,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/04/2012,12.8489,12.7691,12.7975,12.8009,12.7273,12.7289,12.8045,12.7272,12.7691,N/E
03/04/2012,12.8093,12.7317,12.7201,12.7216,12.7955,12.7991,12.8096,12.7067,12.7317,N/E
04/04/2012,12.7691,12.8155,12.798,12.8039,12.8073,12.8109,12.838,12.788,12.8155,N/E
05/04/2012,12.7317,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
